desc	dist_to_obj	dist_to_recep	dist_obj_to_recep	agent_facing	intent
put the tissues in the trash can	4.39	0.39	7.99	0.51	2
turn to the left and walk over to the bathroom cabinets	-1	-1	-1	-0.313	0
pick up the box of tissue that is sitting on the counter	0.35	4.83	-1	-0.11	11
turn around and walk to the waste bin	-1	2.91	-1	1	0
place the box of tissue inside the waste bin	1.88	0.24	-1	0.47	12
turn left towards the cupboard pick up the paper box	1.86	-1	-1	-0.313	3
turn left towards the cupboard pick up the paper box turn around towards the bin	1.86	1.54	2.91	-0.313	4
turn left towards the cupboard pick up the paper box turn around towards the bin trash the paper box	1.86	1.54	2.91	-0.313	5
pick up the paper box turn around towards the bin	0.18	2.91	2.98	-0.57	15
pick up the paper box turn around towards the bin trash the paper box	0.37	2.91	2.87	-0.21	14
turn around towards the bin trash the paper box	0.0	2.87	-1	0.09	8
turn to the left and face the white cabinet pick the tissues up from the cabinet	1.86	-1	-1	-0.313	3
turn to the left and face the white cabinet pick the tissues up from the cabinet turn around and face the trash can to the right of the sink	1.86	1.54	2.91	-0.313	4
turn to the left and face the white cabinet pick the tissues up from the cabinet turn around and face the trash can to the right of the sink put the tissues in the trash can	1.86	1.54	2.91	-0.313	5
pick the tissues up from the cabinet turn around and face the trash can to the right of the sink	0.15	2.91	2.87	-0.24	15
pick the tissues up from the cabinet turn around and face the trash can to the right of the sink put the tissues in the trash can	0.45	2.91	2.75	-0.16	14
turn around and face the trash can to the right of the sink put the tissues in the trash can	0.0	2.74	-1	-0.15	8
turn to the left and walk over to the bathroom cabinets pick up the box of tissue that is sitting on the counter	1.86	-1	-1	-0.313	3
turn to the left and walk over to the bathroom cabinets pick up the box of tissue that is sitting on the counter turn around and walk to the waste bin	1.86	1.54	2.91	-0.313	4
turn to the left and walk over to the bathroom cabinets pick up the box of tissue that is sitting on the counter turn around and walk to the waste bin place the box of tissue inside the waste bin	1.86	1.54	2.91	-0.313	5
pick up the box of tissue that is sitting on the counter turn around and walk to the waste bin	0.22	2.91	2.72	-0.21	15
pick up the box of tissue that is sitting on the counter turn around and walk to the waste bin place the box of tissue inside the waste bin	0.25	2.91	3.01	0.89	7
turn around and walk to the waste bin place the box of tissue inside the waste bin	0.0	2.92	-1	-0.22	8
move to table pick up tissue box and place on table with pen on it	2.87	4.98	3.03	-0.6946	5
move to table pick up tissue box and place on table with pen on it	2.87	2.87	0.13	-0.6946	9
move to table pick up tissue box and place on table with pen on it	0.37	3.03	2.97	0.74	7
move to table pick up tissue box and place on table with pen on it	0.35	0.29	0.29	0.73	10
put the tissue box on the small table	2.87	4.98	3.03	-0.6946	5
put the tissue box on the small table	2.87	2.87	0.14	-0.6946	9
put the tissue box on the small table	0.23	3.03	2.92	0.91	7
put the tissue box on the small table	0.44	0.25	0.06	0.07	13
put tissues down on a table	2.87	4.98	3.03	-0.6946	5
put tissues down on a table	2.87	2.87	0.36	-0.6946	9
put tissues down on a table	0.33	3.03	2.89	-0.6	14
put tissues down on a table	0.09	0.3	0.3	-0.27	13
turn right proceed until reach chair on your right  turn right proceed until coffee table in on your right  turn right to face table	-1	-1	-1	-0.6946	0
pick up tissue box off of coffee table to the right of the credit card	0.29	-1	1.34	0.79	1
turn left go to end of table turn right go to end of table  turn left go to end table across room with pen on it	-1	3.03	-1	1	0
place tissues diagonal on table to the left of the pen	-1	0.24	-1	0.97	2
turn right and walk forward then turn right again and walk over to the coffee table facing toward the sofa	-1	-1	-1	-0.6946	0
pick up the tissue box from the coffee table	0.09	2.82	-1	0.64	1
turn left and walk around the coffee table over to the small table left of the computer desk	-1	3.03	-1	1	0
put the tissue box on the left side of the small table	2.55	0.48	0.8	0.42	12
go right and then turn right and go forward and turn right towards the table with the box on it	-1	-1	-1	-0.6946	0
pick the box of tissues up from the table	0.3	-1	5.71	0.56	1
go around the table and left to face the table with a pen and a statue on it	-1	3.03	-1	1	0
put the tissues down to the left of the pen	-1	0.33	-1	0.75	2
turn right proceed until reach chair on your right  turn right proceed until coffee table in on your right  turn right to face table pick up tissue box off of coffee table to the right of the credit card	2.87	-1	-1	-0.6946	3
turn right proceed until reach chair on your right  turn right proceed until coffee table in on your right  turn right to face table pick up tissue box off of coffee table to the right of the credit card turn left go to end of table turn right go to end of table  turn left go to end table across room with pen on it	2.87	4.98	3.03	-0.6946	4
turn right proceed until reach chair on your right  turn right proceed until coffee table in on your right  turn right to face table pick up tissue box off of coffee table to the right of the credit card turn left go to end of table turn right go to end of table  turn left go to end table across room with pen on it place tissues diagonal on table to the left of the pen	2.87	4.98	3.03	-0.6946	5
pick up tissue box off of coffee table to the right of the credit card turn left go to end of table turn right go to end of table  turn left go to end table across room with pen on it	0.37	3.03	3.08	-0.82	15
pick up tissue box off of coffee table to the right of the credit card turn left go to end of table turn right go to end of table  turn left go to end table across room with pen on it place tissues diagonal on table to the left of the pen	0.08	3.03	3.15	0.94	7
turn left go to end of table turn right go to end of table  turn left go to end table across room with pen on it place tissues diagonal on table to the left of the pen	0.0	3.13	-1	-0.74	8
turn right and walk forward then turn right again and walk over to the coffee table facing toward the sofa pick up the tissue box from the coffee table	2.87	-1	-1	-0.6946	3
turn right and walk forward then turn right again and walk over to the coffee table facing toward the sofa pick up the tissue box from the coffee table turn left and walk around the coffee table over to the small table left of the computer desk	2.87	4.98	3.03	-0.6946	4
turn right and walk forward then turn right again and walk over to the coffee table facing toward the sofa pick up the tissue box from the coffee table turn left and walk around the coffee table over to the small table left of the computer desk put the tissue box on the left side of the small table	2.87	4.98	3.03	-0.6946	5
pick up the tissue box from the coffee table turn left and walk around the coffee table over to the small table left of the computer desk	0.5	3.03	2.93	-0.37	15
pick up the tissue box from the coffee table turn left and walk around the coffee table over to the small table left of the computer desk put the tissue box on the left side of the small table	0.25	3.03	3.16	-0.03	14
turn left and walk around the coffee table over to the small table left of the computer desk put the tissue box on the left side of the small table	0.0	2.96	6.63	0.53	8
go right and then turn right and go forward and turn right towards the table with the box on it pick the box of tissues up from the table	2.87	-1	-1	-0.6946	3
go right and then turn right and go forward and turn right towards the table with the box on it pick the box of tissues up from the table go around the table and left to face the table with a pen and a statue on it	2.87	4.98	3.03	-0.6946	4
go right and then turn right and go forward and turn right towards the table with the box on it pick the box of tissues up from the table go around the table and left to face the table with a pen and a statue on it put the tissues down to the left of the pen	2.87	4.98	3.03	-0.6946	5
pick the box of tissues up from the table go around the table and left to face the table with a pen and a statue on it	0.32	3.03	3.04	0.84	6
pick the box of tissues up from the table go around the table and left to face the table with a pen and a statue on it put the tissues down to the left of the pen	0.09	3.03	3.19	-0.9	14
go around the table and left to face the table with a pen and a statue on it put the tissues down to the left of the pen	0.0	3.0	1.46	0.9	8
move a box of tissues to a small table	0.66	3.28	3.2	0.8896	5
move a box of tissues to a small table	0.66	0.66	0.42	0.8896	9
move a box of tissues to a small table	0.36	3.2	3.38	-0.89	14
move a box of tissues to a small table	0.08	0.25	0.05	0.83	10
to move the tissue	0.66	3.28	3.2	0.8896	5
to move the tissue	0.66	0.66	0.16	0.8896	9
to move the tissue	0.4	3.2	3.39	-0.84	14
to move the tissue	0.28	0.26	0.33	0.62	10
drop a paper box on the table	0.66	3.28	3.2	0.8896	5
drop a paper box on the table	0.66	0.66	0.2	0.8896	9
drop a paper box on the table	0.23	3.2	3.1	0.92	7
drop a paper box on the table	0.34	0.33	0.37	0.67	10
look down at the coffee table in front of you	-1	-1	-1	0.8896	0
pick up the box of tissues that are on the coffee table	0.42	1.88	7.29	0.68	1
turn left walk a few steps turn right at the end of the coffee table then left and walk up to the smaller of the two brown tables	-1	3.2	-1	1	0
place the box of tissues down on the table to the left of the statue	5.52	0.45	0.46	0.56	2
turn to the right and then turn left to face the table	-1	-1	-1	0.8896	0
pick up the box of tissue on the table	0.17	1.5	-1	0.75	1
turn left and walk to the chair then turn right and walk to the couch then turn left and walk across the room	-1	3.2	-1	1	0
put the box of tissue paper on the table to the left of the statue	-1	0.1	-1	0.86	2
move forward to the center table	-1	-1	-1	0.8896	0
pick up the paper box on the table	0.0	-1	3.23	0.95	1
move left to the table	-1	3.2	-1	1	0
drop the paper box on the table	3.28	0.01	-1	0.96	2
look down at the coffee table in front of you pick up the box of tissues that are on the coffee table	0.66	-1	-1	0.8896	3
look down at the coffee table in front of you pick up the box of tissues that are on the coffee table turn left walk a few steps turn right at the end of the coffee table then left and walk up to the smaller of the two brown tables	0.66	3.28	3.2	0.8896	4
